,Name_company,Pourcentage de 5 étoiles,Pourcentage de 4 étoiles,Pourcentage de 3 étoiles,Pourcentage de 2 étoiles,Pourcentage de 1 étoiles,Nombre avis,Notation
0,Showroomprive.com ,35 %,26 %,18 %,18 %,12 %,225 586,"3,8"
